catalogNumber;eventId;parentEventId;eventDate;locality;decimalLatitude;decimalLongitude;phylum;class;family;order;providedScientificName;scientificName;ashFreeDryWeight;ashWeight;dryWeight;bodyLength
5634;c;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.159226741;24.03;0.209591603;5.23
5632;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.16247838;24.03;0.213871765;5.27
5631;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.164944044;24.03;0.217117342;5.3
5629;a;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.169105045;24.03;0.222594504;5.35
5625;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.181101804;24.03;0.238385947;5.49
5623;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.181978382;24.03;0.239539794;5.5
5621;e;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.183739457;24.03;0.241857914;5.52
5620;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.185511114;24.03;0.244189962;5.54
5617;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.18908627;24.03;0.248895972;5.58
5618;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.18908627;24.03;0.248895972;5.58
5615;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.189986711;24.03;0.250081231;5.59
5616;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.189986711;24.03;0.250081231;5.59
5613;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.192704049;24.03;0.253658088;5.62
5614;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.192704049;24.03;0.253658088;5.62
5612;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.195445475;24.03;0.257266652;5.65
5610;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.199138325;24.03;0.262127584;5.69
5609;e;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.201000927;24.03;0.264579343;5.71
5608;c;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.204758607;24.03;0.269525612;5.75
5606;c;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.207605382;24.03;0.273272847;5.78
5605;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.209516857;24.03;0.275788939;5.8
5604;c;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.210476691;24.03;0.277052377;5.81
5601;a;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.212404567;24.03;0.279590058;5.83
5594;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.219238649;24.03;0.288585822;5.9
5592;c;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.220225973;24.03;0.289885446;5.91
5591;e;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.227214857;24.03;0.299084977;5.98
5586;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.238473726;24.03;0.313905128;6.09
5583;c;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.243703975;24.03;0.320789753;6.14
5582;e;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.24475852;24.03;0.32217786;6.15
5581;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.245815904;24.03;0.323569704;6.16
5578;c;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.250073887;24.03;0.329174525;6.2
5575;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.255460598;24.03;0.336265102;6.25
5573;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.256546535;24.03;0.33769453;6.26
5574;b;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.256546535;24.03;0.33769453;6.26
5566;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.266449555;24.03;0.350729966;6.35
5564;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.273181877;24.03;0.359591782;6.41
5563;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.276587371;24.03;0.364074465;6.44
5561;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.282321744;24.03;0.371622672;6.49
5560;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.283477428;24.03;0.373143909;6.5
5559;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.288129625;24.03;0.379267639;6.54
5557;a;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.291649791;24.03;0.383901265;6.57
5558;c;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.291649791;24.03;0.383901265;6.57
5556;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.292829104;24.03;0.385453605;6.58
5552;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.307213113;24.03;0.404387406;6.7
5551;e;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.3121036;24.03;0.410824799;6.74
5548;a;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.325801641;24.03;0.428855655;6.85
5547;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.327065135;24.03;0.430518803;6.86
5544;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.329601271;24.03;0.433857142;6.88
5543;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.333428392;24.03;0.438894816;6.91
5537;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.33986823;24.03;0.447371634;6.96
5538;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.33986823;24.03;0.447371634;6.96
5535;a;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.342465689;24.03;0.450790693;6.98
5534;e;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.343769043;24.03;0.452506309;6.99
5531;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.352979097;24.03;0.464629587;7.06
5527;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.369122452;24.03;0.485879231;7.18
5525;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.37048808;24.03;0.487676819;7.19
5526;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.37048808;24.03;0.487676819;7.19
5522;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.380135658;24.03;0.500376015;7.26
5519;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.387121642;24.03;0.509571728;7.31
5520;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.387121642;24.03;0.509571728;7.31
5516;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.397035572;24.03;0.522621525;7.38
5515;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.399896862;24.03;0.526387866;7.4
5512;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.402770966;24.03;0.530171075;7.42
5507;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.411470386;24.03;0.541622201;7.48
5504;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.414395971;24.03;0.545473175;7.5
5505;a;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.414395971;24.03;0.545473175;7.5
5502;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.418808594;24.03;0.55128155;7.53
5503;c;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.418808594;24.03;0.55128155;7.53
5499;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.423250378;24.03;0.557128311;7.56
5497;a;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.424737466;24.03;0.559085778;7.57
5494;a;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.43071836;24.03;0.566958483;7.61
5493;b;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.432221733;24.03;0.568937386;7.62
5492;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.433728371;24.03;0.570920588;7.63
5490;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.435238277;24.03;0.572908092;7.64
5487;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.44283693;24.03;0.582910268;7.69
5481;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.453613091;24.03;0.597095025;7.76
5482;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.453613091;24.03;0.597095025;7.76
5479;c;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.456721692;24.03;0.601186906;7.78
5477;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.459843534;24.03;0.605296214;7.8
5475;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.461409426;24.03;0.607357412;7.81
5472;e;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.462978637;24.03;0.609422979;7.82
5464;c;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.480459763;24.03;0.632433543;7.93
5463;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.48206901;24.03;0.63455181;7.94
5462;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.483681612;24.03;0.636674492;7.95
5461;d;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.493427817;24.03;0.649503511;8.01
5457;c;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.501642404;24.03;0.660316447;8.06
5456;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.503295473;24.03;0.662492396;8.07
5453;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.511611722;24.03;0.67343915;8.12
5450;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.51496203;24.03;0.67784919;8.14
5449;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.518325974;24.03;0.682277181;8.16
5446;e;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.523397508;24.03;0.688952887;8.19
5441;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.53707241;24.03;0.706953284;8.27
5439;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.538797246;24.03;0.709223701;8.28
5437;e;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.542257262;24.03;0.713778152;8.3
5436;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.543992448;24.03;0.716062193;8.31
5433;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.54747319;24.03;0.720643926;8.33
5423;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.563308166;24.03;0.741487647;8.42
5419;c;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.56686532;24.03;0.746169961;8.44
5420;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.56686532;24.03;0.746169961;8.44
5421;c;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.56686532;24.03;0.746169961;8.44
5417;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.568649132;24.03;0.748518009;8.45
5415;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.570436437;24.03;0.750870656;8.46
5414;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.572227239;24.03;0.753227904;8.47
5413;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.57402154;24.03;0.755589759;8.48
5407;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.577620649;24.03;0.760327299;8.5
5403;a;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.583045622;24.03;0.76746824;8.53
5398;b;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.588502232;24.03;0.774650825;8.56
5391;c;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.59951065;24.03;0.789141306;8.62
5389;c;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.603208409;24.03;0.7940087;8.64
5385;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.605062604;24.03;0.796449394;8.65
5386;c;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.605062604;24.03;0.796449394;8.65
5382;e;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.614386844;24.03;0.808722975;8.7
5376;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.625693465;24.03;0.823605983;8.76
5372;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.633302713;24.03;0.833622105;8.8
5373;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.633302713;24.03;0.833622105;8.8
5367;a;2;12/02/08;acquatina;40.441583;18.242111;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.637128851;24.03;0.838658484;8.82
5368;d;3;12/02/08;acquatina;40.441806;18.240306;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.637128851;24.03;0.838658484;8.82
5364;b;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.639047307;24.03;0.841183766;8.83
5360;d;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.646757115;24.03;0.851332256;8.87
5353;e;4;12/02/08;acquatina;40.448167;18.233028;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.65647553;24.03;0.864124694;8.92
5348;a;1;12/02/08;acquatina;40.436833;18.247778;Arthropoda;Malacostraca;Gammaridae;Amphipoda;Gammarus insensibilis;Gammarus insensibilis;0.65843006;24.03;0.86669746;8.93
